nama,kalori,lemak,karbo,protein,lemak_jenuh,kolesterol_mg,sodium_mg,serat_g,gula_g,url,keyword
Char Siu Sauce,60,0.0,14.0,0.0,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/char-siu-sauce/1-porsi,Pecel Lele
Sauce For Teriyaki Chicken,30,0.0,8.0,0.0,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/sauce-for-teriyaki-chicken/1-porsi,Pecel Lele
Saus Asam Manis,35,0.0,8.0,0.0,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/saus-asam-manis/1-porsi,Pecel Lele
Premium Soy Sauce,10,0.0,2.0,1.0,0.01,0.0,167.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/premium-soy-sauce/1-sdm,Pecel Lele
Cr̬me Dessert Vanille Bourbon,106,2.7,17.9,2.5,0.8,3.0,146.0,1.1,0.0,https://www.fatsecret.co.id/kalori-gizi/elle-vire/cr%C3%A8me-dessert-vanille-bourbon/100g,Pecel Lele
Hoisin Sauce,50,0.0,12.5,0.5,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/hoisin-sauce/1-porsi,Pecel Lele
Chiu Chow Style Chili Oil,35,4.0,0.0,0.0,0.38,3.0,84.0,0.7,0.21,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/chiu-chow-style-chili-oil/1-tsp,Pecel Lele
Dark Soy Sauce,25,0.0,5.0,1.0,0.0,0.0,902.0,0.1,0.27,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/dark-soy-sauce/1-serving,Pecel Lele
Saus Lada Hitam,25,0.0,5.0,1.0,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/saus-lada-hitam/1-sendok-makan,Pecel Lele
Saus Tiram Choy Sun,25,0.0,6.0,0.0,0.77,53.0,211.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/saus-tiram-choy-sun/1-sendok-makan,Pecel Lele
Saus Barbeque,50,0.0,12.0,0.0,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/saus-barbeque/1-sendok-makan,Pecel Lele
Kecap Asin Premium,15,0.0,3.0,1.0,0.0,0.0,902.0,0.1,0.27,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/kecap-asin-premium/1-tbsp,Pecel Lele
Saus Tiram Cap Panda,25,0.0,5.0,1.0,0.77,53.0,211.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/saus-tiram-cap-panda/1-porsi,Pecel Lele
Saus Cabai Kacang (TOBAN DJAN),15,0.0,3.0,1.0,0.01,0.0,167.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/saus-cabai-kacang-(toban-djan)/1-takaran-saji,Pecel Lele
Chunky Dark Chocolate Orange Peel Cashews,110,6.0,12.0,2.0,0.0,0.0,308.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/silver-queen/chunky-dark-chocolate-orange-peel-cashews/1-serving,Pecel Lele
Laksa Paste,170,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/lee-kum-kee/laksa-paste/1-serving,Pecel Lele
Sop Buntut,28,1.01,3.54,1.11,0.99,5.0,705.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/sop-buntut,Sop Buntut
Sop Tulang Iga Sapi,159,9.68,6.85,10.83,0.99,5.0,705.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/sop-tulang-iga-sapi,Sop Buntut
Daging Sapi Top Loin (Diiris Hingga 0.3 cm Lemak),228,15.49,0.0,20.61,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-top-loin-(diiris-hingga-03-cm-lemak),Sop Buntut
Sup Kentang,105,3.56,14.25,3.73,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-kentang,Sop Buntut
Bakmi Mewah Sop Buntut,460,21.0,54.0,16.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mayora/bakmi-mewah-sop-buntut/1-porsi,Sop Buntut
Sup Tahu,63,3.0,4.09,5.02,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/sup-tahu,Sop Buntut
Bakmi Sop Buntut,460,21.0,54.0,16.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bakmi-mewah/bakmi-sop-buntut/1-bungkus,Sop Buntut
Pop Ice,110,2.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pop-ice/pop-ice/1-gelas,Sop Buntut
Sup Kubis,71,3.26,7.69,3.92,0.99,5.0,705.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/sup-kubis,Sop Buntut
Sup Sayur Vegetarian (Disiapkan dengan Air),72,1.93,11.98,2.12,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-sayur-vegetarian-(disiapkan-dengan-air),Sop Buntut
"Daging Banteng Top Sirloin (Daging Saja, Diiris Hingga 0 cm Lemak)",113,2.4,0.0,21.4,0.0,0.0,54.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-banteng-top-sirloin-(daging-saja-diiris-hingga-0-cm-lemak),Sop Buntut
Suki,70,3.0,10.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/siantar-top/suki/1-porsi,Sop Buntut
"Daging Sapi Top Sirloin (Diiris Hingga 0.3 cm Lemak, Kualitas Menengah)",201,12.71,0.0,20.3,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-top-sirloin-(diiris-hingga-03-cm-lemak-kualitas-menengah),Sop Buntut
"Sayur Sup (Kalengan, Terkondensasi)",145,3.89,24.06,4.23,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sayur-sup-(kalengan-terkondensasi),Sop Buntut
Go! Potato,40,2.0,5.0,1.0,0.0,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/siantar-top/go-potato/1-kemasan,Sop Buntut
"Daging Sapi Top Sirloin (Hanya Bagian yang tanpa Lemak, Diiris Hingga 0.3 cm Lemak)",127,3.54,0.0,22.27,0.0,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-top-sirloin-(hanya-bagian-yang-tanpa-lemak-diiris-hingga-03-cm-lemak),Sop Buntut
Sup Lentil,186,4.59,26.61,10.42,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-lentil,Sop Buntut
Twistko,50,2.0,7.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/siantar-top/twistko/1-bungkus,Sop Buntut
V-Soy Multi-Grain,69,3.0,7.6,2.7,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/v-soy-multi-grain/100ml,Sop Buntut
Sup Tomat,102,2.93,17.93,3.05,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-tomat,Sop Buntut
Pop Es,43,0.13,10.58,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/pop-es,Sop Buntut
"Krim Sup Jamur (Kalengan, Terkondensasi)",213,14.78,16.87,4.04,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/krim-sup-jamur-(kalengan-terkondensasi),Sop Buntut
Sup Tomat (Disiapkan dengan Air),76,0.71,16.84,2.03,0.0,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-tomat-(disiapkan-dengan-air),Sop Buntut
Mie Gelas Rasa Sop Buntut,140,6.0,17.0,3.0,0.42,29.0,236.0,1.2,0.0,https://www.fatsecret.co.id/kalori-gizi/mayora/mie-gelas-rasa-sop-buntut/1-bungkus,Sop Buntut
Soya Bean Milk,69,3.0,7.6,2.7,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/soya-bean-milk/100ml,Sop Buntut
Kuah Pedes Dower,360,16.0,46.0,6.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/kuah-pedes-dower/1-porsi,Sop Buntut
V-Soy Cocoa,177,5.4,21.3,9.9,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/v-soy-cocoa/1-botol,Sop Buntut
Bumbu Sop,20,1.0,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-sop/1-porsi,Sop Buntut
Rasa Sop Buntut,350,15.0,46.0,6.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/supermi/rasa-sop-buntut/1-bungkus,Sop Buntut
Sup Pedas dan Asam,163,7.91,4.95,15.1,0.99,5.0,705.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/sup-pedas-dan-asam,Sop Buntut
Sup Sayuran Kental (Kalengan),122,3.7,19.01,3.5,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-sayuran-kental-(kalengan),Sop Buntut
Ayam Bawang,320,9.0,56.0,3.0,0.66,14.0,868.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/pop-bihun/ayam-bawang/1-serving,Sop Buntut
Soya Bean Milk Original,188,8.5,21.0,8.0,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/soya-bean-milk-original/1-porsi,Sop Buntut
Daging Sapi Top Sirloin (Diiris Hingga 0.3 cm Lemak),189,11.13,0.0,20.68,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-top-sirloin-(diiris-hingga-03-cm-lemak),Sop Buntut
Kari Ayam Pedas,230,1.0,52.0,4.0,0.02,0.0,19.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pop-bihun/kari-ayam-pedas/1-pack,Sop Buntut
Pop Mie Mini,160,6.0,23.0,3.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/pop-mie-mini/1-cangkir,Sop Buntut
Daging Sapi Gaya Oriental dan Sup Beras ( Pho Bo Vietnam),176,3.86,16.81,17.35,0.66,14.0,868.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-gaya-oriental-dan-sup-beras-(-pho-bo-vietnam),Sop Buntut
Sup Kacang,137,4.0,19.23,6.58,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-kacang,Sop Buntut
Sup Miso,84,3.36,7.78,6.02,0.99,5.0,705.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/sup-miso,Sop Buntut
Rasa Baso,360,15.0,47.0,8.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/rasa-baso/1-porsi,Sop Buntut
"Daging Sapi Top Sirloin (Hanya Bagian yang tanpa Lemak, Diiris Hingga 0.3 cm Lemak, Kualitas Tinggi)",131,4.08,0.0,22.09,0.0,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-top-sirloin-(hanya-bagian-yang-tanpa-lemak-diiris-hingga-03-cm-lemak-kualitas-tinggi),Sop Buntut
Bumbu Racik Sayur Sop,10,0.0,1.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-racik-sayur-sop/1-porsi,Sop Buntut
"Sup Sayur (dengan Volume Air yang Sama, Kalengan)",72,1.93,11.98,2.1,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-sayur-(dengan-volume-air-yang-sama-kalengan),Sop Buntut
"Sup Sayur (Rendah Sodium, dengan Air)",56,0.76,12.14,2.02,0.0,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-sayur-(rendah-sodium-dengan-air),Sop Buntut
French Fries 2000,45,1.5,8.0,0.0,0.0,0.0,300.0,3.3,0.58,https://www.fatsecret.co.id/kalori-gizi/siantar-top/french-fries-2000/1-porsi,Sop Buntut
Mi Goreng Spesial,390,18.0,53.0,6.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/mi-goreng-spesial/1-porsi,Sop Buntut
Bumbu Kuah Sayur Sop,10,0.0,2.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-kuah-sayur-sop/1-porsi,Sop Buntut
"Sup Tomat (Kalengan, Terkondensasi)",151,1.41,33.66,4.04,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sup-tomat-(kalengan-terkondensasi),Sop Buntut
Soya Bean Milk Multi-Grain,210,9.0,23.1,8.1,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/soya-bean-milk-multi-grain/1-porsi,Sop Buntut
Krim Sup Tomat (Disiapkan dengan Susu),136,3.15,22.62,6.05,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/krim-sup-tomat-(disiapkan-dengan-susu),Sop Buntut
Pop Es Beku,41,0.12,10.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/pop-es-beku,Sop Buntut
Gemez Enaak,70,3.0,10.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/siantar-top/gemez-enaak/1-bungkus,Sop Buntut
Superman Choco Milk Wafer,50,2.5,7.0,0.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/siantar-top/superman-choco-milk-wafer/1-porsi,Sop Buntut
Top Avocado Coffe,100,3.5,17.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/top-coffee/top-avocado-coffe/1-sachet,Sop Buntut
Soya Bean Milk Multi-Grain,138,6.0,15.2,5.4,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/soya-bean-milk-multi-grain/1-botol,Sop Buntut
Soy Vanilla,59,1.5,8.0,3.2,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/so-good/soy-vanilla/100ml,Sop Buntut
Top Coffee Toraja,100,0.5,22.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/top-coffee/top-coffee-toraja/1-sachet,Sop Buntut
Bumbu Racik Sayur Sop,10,0.0,1.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sajiku/bumbu-racik-sayur-sop/1-porsi,Sop Buntut
Tic Tic Crunchy Stick Rasa Bawang Asli,70,2.5,11.0,1.0,0.0,0.0,0.0,0.1,0.03,https://www.fatsecret.co.id/kalori-gizi/siantar-top/tic-tic-crunchy-stick-rasa-bawang-asli/1-porsi,Sop Buntut
Potato Bun with Custard Filling,220,7.0,35.0,5.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/top-baker/potato-bun-with-custard-filling/1-porsi,Sop Buntut
Chocolate Bun,140,4.5,23.0,3.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/top-baker/chocolate-bun/1-potong,Sop Buntut
Pop Mie Mini rasa Soto Mie,170,8.0,22.0,3.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/pop-mie-mini-rasa-soto-mie/1-cup,Sop Buntut
Pop Ice Vanilla Blue,100,2.5,19.0,0.0,0.0,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pop-ice/pop-ice-vanilla-blue/1-porsi,Sop Buntut
Sozzis Sapi,90,3.5,9.0,5.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/so-good/sozzis-sapi/2-sosis,Sop Buntut
Chicken Nugget Original,220,11.0,18.0,13.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/so-good/chicken-nugget-original/8-potong,Sop Buntut
Pop Ice Choco Cheese,90,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pop-ice/pop-ice-choco-cheese/1-porsi,Sop Buntut
Sozzis Ayam,90,3.0,10.0,4.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/so-good/sozzis-ayam/1-porsi,Sop Buntut
Pangsit Udang,190,4.5,31.0,7.0,0.45,206.0,613.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/so-good/pangsit-udang/1-porsi,Sop Buntut
Goriorio,50,3.0,7.0,1.0,2.59,2.0,348.0,0.9,1.31,https://www.fatsecret.co.id/kalori-gizi/siantar-top/goriorio/1-porsi,Sop Buntut
Fish Nugget,170,1.5,32.0,8.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/so-good/fish-nugget/100g,Sop Buntut
Gemez Enaak Snack Mie,70,3.0,10.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/siantar-top/gemez-enaak-snack-mie/1-pak,Sop Buntut
Spix Soba,80,4.0,9.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/siantar-top/spix-soba/1-porsi,Sop Buntut
Top,45,2.0,6.0,0.0,0.25,0.0,35.0,0.2,1.78,https://www.fatsecret.co.id/kalori-gizi/delfi/top/1-bungkus,Sop Buntut
Roti Sandwich tanpa Kulit Gandum,250,6.0,41.0,8.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/top-baker/roti-sandwich-tanpa-kulit-gandum/1-porsi,Sop Buntut
Mister Bebeto,35,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/siantar-top/mister-bebeto/1-serving,Sop Buntut
Japanese Steamed Cake,190,7.0,27.0,5.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/top-baker/japanese-steamed-cake/1,Sop Buntut
V-Soy Sugar Free,55,2.3,5.7,2.5,0.24,0.0,57.0,1.3,0.52,https://www.fatsecret.co.id/kalori-gizi/v-soy/v-soy-sugar-free/100ml,Sop Buntut
Cream Soup,110,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kfc/cream-soup/1-porsi,Sop Buntut
Chicken Karage,240,11.0,21.0,13.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/so-good/chicken-karage/100g,Sop Buntut
Roti Tawar,110,2.5,20.0,4.0,0.18,0.0,170.0,0.6,1.08,https://www.fatsecret.co.id/kalori-gizi/top-baker/roti-tawar/1-porsi,Sop Buntut
Sundanese Ayam Penyet Sambal Ijo With Nasi Daun Jeruk dan Tahu Tempe Serundeng,459,14.0,46.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/sundanese-ayam-penyet-sambal-ijo-with-nasi-daun-jeruk-dan-tahu-tempe-serundeng/1-porsi,Ayam Penyet
Sundanese Ayam Penyet Sambal Ijo With Nasi Daun Jeruk And Tumis Jamur Kecap,459,14.0,46.0,37.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/healthy-go/sundanese-ayam-penyet-sambal-ijo-with-nasi-daun-jeruk-and-tumis-jamur-kecap/1-porsi,Ayam Penyet
Sundanese Ayam Penyet Sambal Ijo with Nasi Daun Jeruk and Tahu Tempe Serundeng,634,21.0,47.0,64.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/sundanese-ayam-penyet-sambal-ijo-with-nasi-daun-jeruk-and-tahu-tempe-serundeng/1-serving,Ayam Penyet
Tempe Penyet,198,11.43,12.84,15.68,2.22,0.0,9.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/tempe-penyet,Ayam Penyet
Pangsit Ayam Rebus,47,1.82,4.2,3.3,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/pangsit-ayam-rebus,Ayam Penyet
Rawon,119,7.4,3.48,9.6,0.99,5.0,705.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/rawon,Rawon
Nasi Rawon,526,14.0,59.0,41.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mad-about-protein/nasi-rawon/1-serving,Rawon
Bumbu Rawon,25,1.5,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-rawon/1-porsi,Rawon
Bumbu Rawon,30,1.5,4.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-rawon/1-sajian,Rawon
NASI GORENG RAWON WITH LEAN BEEF,449,13.0,46.0,37.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/nasi-goreng-rawon-with-lean-beef/1-porsi,Rawon
Rawon Pedas Mercon,350,15.0,46.0,8.0,0.44,1.0,226.0,1.7,1.93,https://www.fatsecret.co.id/kalori-gizi/indomie/rawon-pedas-mercon/1-porsi,Rawon
Oseng Ayam Bumbu Rawon With Lime Brown Rice + Telur Asin,442,13.0,44.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/oseng-ayam-bumbu-rawon-with-lime-brown-rice-telur-asin/1-porsi,Rawon
Rawon,25,1.5,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/rawon/1-4-bungkus,Rawon
Ikan Panggang,126,3.44,0.33,21.94,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-panggang,Ikan Bakar
Ikan Kembung Bakar,169,8.01,3.2,20.46,2.44,64.0,78.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kembung-bakar,Ikan Bakar
Ikan Bawal Bakar,144,5.04,0.0,23.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-bawal-bakar,Ikan Bakar
Ikan Patin Bakar,144,6.61,2.22,17.78,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-patin-bakar,Ikan Bakar
Ikan Gurame,125,5.49,0.0,17.48,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-gurame,Ikan Bakar
"Nila (Ikan) (Dimasak, Panas Kering)",128,2.65,0.0,26.15,0.57,50.0,52.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/nila-(ikan)-(dimasak-panas-kering),Ikan Bakar
Ikan Tuna Panggang,153,3.96,0.41,27.3,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tuna-panggang,Ikan Bakar
Ikan Mujair,88,1.34,0.0,18.66,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-mujair,Ikan Bakar
Kakap (Ikan) (Spesies Campuran),100,1.34,0.0,20.51,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/kakap-(ikan)-(spesies-campuran),Ikan Bakar
Ikan Kuwe,74,2.42,0.0,12.2,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kuwe,Ikan Bakar
Nila (Ikan),96,1.7,0.0,20.08,0.57,50.0,52.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/nila-(ikan),Ikan Bakar
Ikan Bandeng,148,6.73,0.0,20.53,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-bandeng,Ikan Bakar
Ikan Cakalang,132,1.29,0.0,28.21,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-cakalang,Ikan Bakar
Ikan Kerapu,92,1.02,0.0,19.38,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kerapu,Ikan Bakar
Ikan Kembung,167,9.36,0.0,19.32,2.44,64.0,78.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kembung,Ikan Bakar
Ikan,84,0.92,0.0,17.76,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan,Ikan Bakar
Ikan Bakar Parape,434,13.0,45.0,32.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ikan-bakar-parape/1-porsi,Ikan Bakar
Ikan Layang,112,1.75,0.0,22.72,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-layang,Ikan Bakar
Ikan Todak,121,4.01,0.0,19.8,1.1,39.0,90.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-todak,Ikan Bakar
Acar Ikan Haring,262,18.0,9.64,14.19,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/acar-ikan-haring,Ikan Bakar
Ikan Tongkol,110,0.92,0.0,23.87,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tongkol,Ikan Bakar
Ikan Teri,210,9.71,0.0,28.89,0.44,17.0,734.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-teri,Ikan Bakar
Nasi Bakar Ikan Cakalang,520,12.0,84.0,19.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indomaret/nasi-bakar-ikan-cakalang/1-porsi,Ikan Bakar
Ikan Salmon,146,5.93,0.0,21.62,1.26,45.0,46.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-salmon,Ikan Bakar
Ikan Kod,211,10.84,8.25,19.2,2.22,57.0,401.0,0.5,0.82,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kod,Ikan Bakar
Minyak Ikan Salmon,902,100.0,0.0,0.0,1.02,26.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/minyak-ikan-salmon,Ikan Bakar
Ikan Bawal,84,1.22,0.0,17.21,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-bawal,Ikan Bakar
Ikan Salmon Liar Atlantik,142,6.34,0.0,19.84,1.26,45.0,46.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-salmon-liar-atlantik,Ikan Bakar
