nama,kalori,lemak,karbo,protein,lemak_jenuh,kolesterol_mg,sodium_mg,serat_g,gula_g,url,keyword
Minyak Hati Ikan Kod,41,4.5,0.0,0.0,1.02,26.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/minyak-hati-ikan-kod,Ikan Bakar
Ikan Trout Panggang,188,9.16,0.41,24.37,1.55,59.0,35.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-trout-panggang,Ikan Bakar
Bumbu Bakar Pedas,30,0.0,7.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kobe/bumbu-bakar-pedas/1-porsi,Ikan Bakar
Ikan Sarden Di dalam Air,217,12.37,0.0,24.58,0.18,17.0,61.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-sarden-di-dalam-air,Ikan Bakar
Kue Ikan atau Patty,201,10.49,12.38,13.65,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/kue-ikan-atau-patty,Ikan Bakar
Ikan Todak Masak,177,8.23,0.49,23.8,1.1,39.0,90.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-todak-masak,Ikan Bakar
Ikan Kod Atlantik,82,0.67,0.0,17.81,0.0,57.0,401.0,0.5,0.82,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kod-atlantik,Ikan Bakar
Ikan Tuna,108,0.95,0.0,23.38,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tuna,Ikan Bakar
Ikan Tuna Kalengan,116,0.82,0.0,25.51,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tuna-kalengan,Ikan Bakar
Jagung Bakar (18g),100,6.0,11.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/cheetos/jagung-bakar-(18g)/1-bungkus,Ikan Bakar
Ikan Mas Goreng,117,4.39,0.17,18.16,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-mas-goreng,Ikan Bakar
Ikan Kod Pacifik,82,0.63,0.0,17.9,0.0,57.0,401.0,0.5,0.82,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kod-pacifik,Ikan Bakar
"Ikan Putih Tuna (Kering Padat dalam Air, Kalengan)",128,2.97,0.0,23.62,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-putih-tuna-(kering-padat-dalam-air-kalengan),Ikan Bakar
Bakso Ikan,107,1.23,11.72,11.27,0.45,206.0,613.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/bakso-ikan,Ikan Bakar
Jagung Bakar (15g),50,3.0,6.0,1.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/cheetos/jagung-bakar-(15g)/1-bungkus,Ikan Bakar
Bebek Bakar,471,38.84,0.0,28.13,2.32,77.0,74.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/bebek-bakar,Ikan Bakar
Ikan Teri Kering,170,3.0,0.0,33.4,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/ikan-teri-kering/100g,Ikan Bakar
Ikan Putih,172,7.51,0.0,24.47,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-putih,Ikan Bakar
Ikan Forel Pelangi Liar,119,3.46,0.0,20.48,1.55,59.0,35.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-forel-pelangi-liar,Ikan Bakar
"Ikan Tuna Ringan (Kering Padat dalam Air, Kalengan)",116,0.82,0.0,25.51,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tuna-ringan-(kering-padat-dalam-air-kalengan),Ikan Bakar
Ikan Salmon Atlantik (Ditambak),183,10.85,0.0,19.9,1.26,45.0,46.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-salmon-atlantik-(ditambak),Ikan Bakar
Ikan Shisamo,165,8.37,0.0,21.14,0.45,206.0,613.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-shisamo,Ikan Bakar
Ikan Kembung,167,9.36,0.0,19.32,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/superindo/ikan-kembung/100g,Ikan Bakar
Sapi Bumbu Bakar,100,6.0,11.0,2.0,0.0,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/chitato/sapi-bumbu-bakar/1-porsi,Ikan Bakar
Ikan Kembung Balado,163,7.37,2.0,21.13,2.44,64.0,78.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kembung-balado,Ikan Bakar
Ikan Tenggiri,121,3.3,0.0,21.4,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tenggiri,Ikan Bakar
Ikan Tuna Bumbu Pepes,110,4.5,6.0,12.0,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/maya/ikan-tuna-bumbu-pepes/100g,Ikan Bakar
Ikan Tuna Sambal Goreng,140,3.0,6.0,22.0,0.18,17.0,61.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/maya/ikan-tuna-sambal-goreng/100g,Ikan Bakar
Ikan Selar,100,2.21,0.0,18.76,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-selar,Ikan Bakar
Ikan Belanak Goreng,169,9.2,2.51,18.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-belanak-goreng,Ikan Bakar
Ikan Asin,195,1.59,0.0,42.16,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-asin,Ikan Bakar
Ikan Gabus,89,1.25,0.0,18.31,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-gabus,Ikan Bakar
Pepes Ikan Mas,98,4.63,0.16,13.21,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/pepes-ikan-mas,Ikan Bakar
Ikan Pari,89,0.93,0.0,19.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-pari,Ikan Bakar
Ikan Belanak,117,3.79,0.0,19.35,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-belanak,Ikan Bakar
Ikan Bakar Colo Colo W/ Nasi Jagung & Tahu Walik,579,20.0,45.0,54.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ikan-bakar-colo-colo-w-nasi-jagung-tahu-walik/1-porsi,Ikan Bakar
Ikan Cucut,103,1.01,0.0,22.0,0.45,206.0,613.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-cucut,Ikan Bakar
Ikan Manyung,98,2.66,0.0,17.26,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-manyung,Ikan Bakar
Ikan Lais,161,11.37,1.88,12.14,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-lais,Ikan Bakar
Nasi Bakar Ikan Cakalang,520,12.0,84.0,19.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yummy-choice/nasi-bakar-ikan-cakalang/1-porsi,Ikan Bakar
Ikan Tuna Dalam Saus Tomat Dengan Bawang Bombay,100,1.5,9.0,13.0,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/maya/ikan-tuna-dalam-saus-tomat-dengan-bawang-bombay/100g,Ikan Bakar
Ikan Patin,89,2.96,0.0,14.91,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-patin,Ikan Bakar
Tuna Sirip Biru (Ikan),144,4.9,0.0,23.33,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/tuna-sirip-biru-(ikan),Ikan Bakar
Ikan Salmon Panggang,171,7.56,0.49,23.97,1.26,45.0,46.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-salmon-panggang,Ikan Bakar
Ikan Salem,158,7.89,0.0,20.07,2.44,64.0,78.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-salem,Ikan Bakar
Ikan Pecak Atlantik dan Pacifik,110,2.29,0.0,20.81,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-pecak-atlantik-dan-pacifik,Ikan Bakar
Ikan Acar Kuning with Ulam Red Rice + Tempe Bakar Bacem,469,13.0,47.0,41.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ikan-acar-kuning-with-ulam-red-rice-tempe-bakar-bacem/1-porsi,Ikan Bakar
Ikan Kembung Atlantik,205,13.89,0.0,18.6,2.44,64.0,78.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kembung-atlantik,Ikan Bakar
Ikan Lemuru,112,2.98,0.0,20.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-lemuru,Ikan Bakar
Ikan Dori,84,4.11,0.0,11.02,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-dori,Ikan Bakar
Ikan Tongkol Goreng,200,11.41,2.38,20.95,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-tongkol-goreng,Ikan Bakar
Ikan Mas,87,2.08,0.0,16.01,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-mas,Ikan Bakar
Ikan Kod Panggang,122,3.59,0.41,20.91,2.22,57.0,401.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ikan-kod-panggang,Ikan Bakar
Gudeg,127,4.71,22.54,1.82,0.02,0.0,10.0,1.2,1.76,https://www.fatsecret.co.id/kalori-gizi/umum/gudeg,Gudeg
Nasi Gudeg Jogja,456,12.0,53.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/nasi-gudeg-jogja/1-porsi,Gudeg
Gudeg Original,190,12.0,10.0,11.0,1.55,212.0,70.0,0.0,0.38,https://www.fatsecret.co.id/kalori-gizi/bu-tjitro/gudeg-original/100g,Gudeg
Gudeg Ala Jogja,543,15.0,70.0,32.0,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/gudeg-ala-jogja/1-serving,Gudeg
Ayam Opor Gudeg Jogja With Nasi Gurih And Healthy Krecek,441,13.0,46.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-opor-gudeg-jogja-with-nasi-gurih-and-healthy-krecek/1-porsi,Gudeg
Gudeg Ala Jogja,740,20.0,79.0,61.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit/gudeg-ala-jogja/1-porsi,Gudeg
"Iga Sapi (Potongan Kecil, Diiris Hingga 0.3 cm Lemak)",254,19.06,0.0,19.33,11.07,120.0,255.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/iga-sapi-(potongan-kecil-diiris-hingga-03-cm-lemak),Sop Iga
Piattos Iga Penyet,110,6.0,12.0,1.0,0.0,120.0,255.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/jack-n-jill/piattos-iga-penyet/1-pak,Sop Iga
Iga Sapi,320,13.0,44.0,6.0,11.07,120.0,255.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sarimi/iga-sapi/1-serving,Sop Iga
Iga Babi,395,30.17,0.0,28.94,11.07,120.0,255.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/iga-babi,Sop Iga
Nastar Keju,410,7.02,72.02,14.68,0.24,0.0,16.0,0.1,1.38,https://www.fatsecret.co.id/kalori-gizi/ina-cookies/nastar-keju/100g,Sop Iga
Iga Babi Panggang dengan Saus,310,22.33,4.2,21.44,11.07,120.0,255.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/iga-babi-panggang-dengan-saus,Sop Iga
Mi Goreng Rasa Iga Penyet,350,13.0,52.0,8.0,11.07,120.0,255.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indomie/mi-goreng-rasa-iga-penyet/1-bungkus,Sop Iga
Slim Bites Oat Choco Almond,110,6.0,14.0,1.0,0.05,0.0,0.0,0.1,0.06,https://www.fatsecret.co.id/kalori-gizi/ina-cookies/slim-bites-oat-choco-almond/1-porsi,Sop Iga
Karedok,125,6.97,10.24,6.86,0.13,0.0,549.0,9.3,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/karedok,Karedok
Rujak Buah,213,15.1,14.96,8.53,0.61,0.0,5.0,1.7,10.23,https://www.fatsecret.co.id/kalori-gizi/umum/rujak-buah,Rujak
Rujak,121,6.15,12.04,5.99,0.02,0.0,16.0,1.1,0.48,https://www.fatsecret.co.id/kalori-gizi/umum/rujak,Rujak
Rujak Cingur,249,12.71,22.53,13.68,0.02,0.0,10.0,1.2,1.76,https://www.fatsecret.co.id/kalori-gizi/umum/rujak-cingur,Rujak
Bumbu Rujak Buah,10,0.0,2.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/boncabe/bumbu-rujak-buah/1-sajian,Rujak
Chicken with Rujak Sauce,250,17.0,12.0,12.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fiesta/chicken-with-rujak-sauce/100g,Rujak
Rujak Mie,324,12.49,45.0,10.24,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/umum/rujak-mie,Rujak
Es Rujak,50,0.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/nutrisari/es-rujak/1-bungkus,Rujak
Ayam Bumbu Rujak,10,0.0,2.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/royco/ayam-bumbu-rujak/6-porsi,Rujak
Ayam Bumbu Rujak,577,25.0,18.0,70.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/mad-about-protein/ayam-bumbu-rujak/1-porsi,Rujak
Sundanese Rujak Chick,470,14.9,61.2,24.7,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kitfit/sundanese-rujak-chick/1-porsi,Rujak
Bumbu Rujak Chicken,458,14.5,39.0,43.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/bumbu-rujak-chicken/1-serving,Rujak
Ayam Bumbu Rujak with Uduk Red Rice + Tahu Kecap,464,12.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-bumbu-rujak-with-uduk-red-rice-tahu-kecap/1-porsi,Rujak
Ketoprak,402,15.34,50.48,15.59,0.02,0.0,19.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/ketoprak,Ketoprak
Bakwan,137,11.59,6.74,1.99,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/bakwan,Bakwan
Tepung Bakwan,140,0.5,30.0,3.0,0.16,0.0,2.0,2.7,0.27,https://www.fatsecret.co.id/kalori-gizi/sasa/tepung-bakwan/1-porsi,Bakwan
Tepung Bakwan Crispy,45,0.0,9.0,2.0,0.16,0.0,2.0,2.7,0.27,https://www.fatsecret.co.id/kalori-gizi/sajiku/tepung-bakwan-crispy/1-porsi,Bakwan
Tepung Bumbu Bakwan Kress,70,0.0,15.0,2.0,0.16,0.0,2.0,2.7,0.27,https://www.fatsecret.co.id/kalori-gizi/kobe/tepung-bumbu-bakwan-kress/1-porsi,Bakwan
Naan Tandoori,220,1.0,45.0,7.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/kawan/naan-tandoori/1-roti,Bakwan
Tepung Bakwan,60,0.0,15.0,1.0,0.16,0.0,2.0,2.7,0.27,https://www.fatsecret.co.id/kalori-gizi/ladang-lima/tepung-bakwan/1-porsi,Bakwan
Paratha Onion,270,12.0,36.0,5.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/kawan/paratha-onion/1-porsi,Bakwan
Tunjang,122,5.7,3.9,13.8,0.0,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/tunjang/100g,Bakwan
Gulai Ayam,250,18.75,2.87,17.43,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/gulai-ayam/1-potong,Bakwan
Ayam Woku with Uduk Red Rice + Bakwan Jagung,478,14.0,47.0,41.0,0.18,0.0,15.0,2.7,3.22,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-woku-with-uduk-red-rice-bakwan-jagung/1-porsi,Bakwan
Kikil,240,10.86,9.97,26.12,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/kikil/1-porsi,Bakwan
Roti Wraps,210,7.0,32.0,4.0,0.08,0.0,170.0,2.5,0.1,https://www.fatsecret.co.id/kalori-gizi/kawan/roti-wraps/1-piece,Bakwan
Paru Sapi Goreng,266,20.08,0.34,21.79,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/paru-sapi-goreng/1-potong,Bakwan
Semur Jengkol,212,10.0,29.1,6.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/semur-jengkol/100g,Bakwan
Tepung Bumbu Bakwan Crispy,45,0.0,9.0,2.0,0.16,0.0,2.0,2.7,0.27,https://www.fatsecret.co.id/kalori-gizi/sajiku/tepung-bumbu-bakwan-crispy/1-takaran-saji,Bakwan
Ikan Tongkol Asampadeh,119,3.5,6.1,15.7,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/ikan-tongkol-asampadeh/100g,Bakwan
Paratha,290,14.0,36.0,5.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/kawan/paratha/1-piece,Bakwan
Malaysian Roti Chanai,200,8.0,28.0,4.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/kawan/malaysian-roti-chanai/1-piece,Bakwan
Daun Singkong,19,0.14,3.63,1.83,0.02,0.0,10.0,1.2,1.76,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/daun-singkong/1-porsi,Bakwan
Dendeng,123,7.68,3.3,9.96,0.0,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/dendeng/1-keping,Bakwan
Sayur Nangka,66,3.5,8.7,1.3,0.02,0.0,10.0,1.2,1.76,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/sayur-nangka/100g,Bakwan
Sei Ayam Sambal Matah Rice Bowl + Bakwan Jagung,530,14.0,67.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/sei-ayam-sambal-matah-rice-bowl-bakwan-jagung/1-porsi,Bakwan
Puff Pastry Square,180,9.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kawan/puff-pastry-square/1-piece,Bakwan
Ayam Panggang Madu With Nyonya Herb Rice + Bakwan Jagung,455,11.0,48.0,41.0,0.67,65.0,75.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-panggang-madu-with-nyonya-herb-rice-bakwan-jagung/1-porsi,Bakwan
Ayam Tuturuga with Nyonya Herb Rice + Bakwan Jagung,465,13.0,46.0,41.0,0.18,0.0,15.0,2.7,3.22,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-tuturuga-with-nyonya-herb-rice-bakwan-jagung/1-porsi,Bakwan
Chapatti,160,6.0,22.0,3.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/kawan/chapatti/1-serving,Bakwan
Ikan Sarden dalam Saus Tomat,70,1.0,1.0,13.0,0.18,17.0,61.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bantan/ikan-sarden-dalam-saus-tomat/1-porsi,Bakwan
Lontong,144,0.23,31.76,2.76,0.03,0.0,582.0,1.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/lontong/100g,Bakwan
Ayam Panggang Bumbu Jimbaran with Nasi Daun Jeruk + Bakwan Jagung,446,10.0,49.0,40.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-panggang-bumbu-jimbaran-with-nasi-daun-jeruk-bakwan-jagung/1-porsi,Bakwan
Seblak,262,13.31,31.15,8.15,0.15,0.0,34.0,0.1,0.07,https://www.fatsecret.co.id/kalori-gizi/umum/seblak,Seblak
Seblak Rempah Autentik,461,18.3,58.7,15.3,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kylafood/seblak-rempah-autentik/1-porsi,Seblak
Seblak Original,461,18.3,58.7,15.3,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kylafood/seblak-original/100g,Seblak
Bumbu Seblak,80,7.02,4.22,0.62,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/bumbu-seblak,Seblak
Seblak Cup,397,7.0,81.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kylafood/seblak-cup/100g,Seblak
Seblak Hot Jeletot,360,17.0,44.0,7.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indomie/seblak-hot-jeletot/1-porsi,Seblak
Kerupuk Seblak,561,36.0,54.0,6.0,0.15,0.0,34.0,0.1,0.07,https://www.fatsecret.co.id/kalori-gizi/alfamart/kerupuk-seblak/100g,Seblak
Hype Abis Seblak Hot Jeletot,360,17.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indomie/hype-abis-seblak-hot-jeletot/1-porsi,Seblak
Seblak Kojo,335,15.5,34.3,13.8,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/carbs-n-co/seblak-kojo/1,Seblak
Mie Sakura Rasa Seblak Jeletot,280,11.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-sakura-rasa-seblak-jeletot/1-bungkus,Seblak
Seblak Hot Jeletot,360,17.0,44.0,7.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mie-sedaap/seblak-hot-jeletot/1-serving,Seblak
Tahu Isi,134,6.64,8.65,10.25,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-isi,Tahu Isi
Tahu Isi Goreng,134,6.64,8.65,10.25,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/lawson/tahu-isi-goreng/1-porsi,Tahu Isi
Tahu Bakso,77,4.04,7.12,3.93,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-bakso,Tahu Isi
Tahu Isi,64,4.1,2.2,3.9,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/shine-cake/tahu-isi/1-porsi,Tahu Isi
Tahu,78,4.95,2.1,7.97,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/tahu,Tahu Isi
Sayur Tahu Toge,86,1.93,12.91,5.93,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/umum/sayur-tahu-toge,Tahu Isi
Tahu Aci,217,14.07,18.18,6.39,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-aci,Tahu Isi
Tahu Bakso,167,3.0,27.0,8.0,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/nugteta/tahu-bakso/4-pcs,Tahu Isi
Tahu Walik,32,1.86,1.23,2.69,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-walik,Tahu Isi
Tahu Sumedang,35,2.42,1.3,2.12,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-sumedang,Tahu Isi
Roti Isi Krim Mocca,170,7.0,30.0,5.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/sari-roti/roti-isi-krim-mocca/1-porsi,Tahu Isi
Lontong Isi Sayur,139,4.12,23.22,2.39,0.05,0.0,29.0,0.4,0.08,https://www.fatsecret.co.id/kalori-gizi/umum/lontong-isi-sayur,Tahu Isi
Roti Isi Krim Stroberi,170,2.0,32.0,4.0,0.02,0.0,1.0,2.0,4.66,https://www.fatsecret.co.id/kalori-gizi/my-roti/roti-isi-krim-stroberi/1-porsi,Tahu Isi
Pepes Tahu Jamur,103,5.95,5.87,8.38,0.05,0.0,5.0,1.0,1.65,https://www.fatsecret.co.id/kalori-gizi/umum/pepes-tahu-jamur,Tahu Isi
Roti Isi Keju,160,4.0,28.0,4.0,0.85,1.0,1590.0,3.2,8.27,https://www.fatsecret.co.id/kalori-gizi/yamazaki/roti-isi-keju/1-bungkus,Tahu Isi
Daging Isi Tortelini,193,7.65,17.36,12.64,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/umum/daging-isi-tortelini,Tahu Isi
Tahu Tek,387,9.38,62.76,16.7,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/tahu-tek,Tahu Isi
Sapo Tahu,76,4.0,1.63,8.3,0.38,0.0,2.0,0.5,0.35,https://www.fatsecret.co.id/kalori-gizi/umum/sapo-tahu,Tahu Isi
Roti Sandwich Isi Keju,120,5.0,16.0,3.0,3.19,16.0,43.0,0.0,0.03,https://www.fatsecret.co.id/kalori-gizi/sari-roti/roti-sandwich-isi-keju/1-porsi,Tahu Isi
Keju Isi Tortelini,354,8.34,54.22,15.57,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/umum/keju-isi-tortelini,Tahu Isi
Roti Isi Pisang Coklat,240,7.0,41.0,5.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/sari-roti/roti-isi-pisang-coklat/1-bungkus,Tahu Isi
Roti Isi Krim Tiramisu,260,9.0,40.0,4.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/sari-roti/roti-isi-krim-tiramisu/1-buah,Tahu Isi
Roti Isi Krim Susu,170,4.0,29.0,4.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/my-roti/roti-isi-krim-susu/1-porsi,Tahu Isi
